Sector,Week,TotalArrests,Unarmed,Armed,DrugRelated,Male,Female,White,Black,Hispanic or Latino,PUBLIC INTOXICATION,DRUG/ NARCOTIC VIOLATIONS,DUI,ALL OTHER OFFENSES
220,2020-39,10.0,14.0,2.0,5.0,16.0,0.0,2.0,7.0,7.0,1.0,5.0,2.0,3.0
220,2020-40,6.0,8.0,3.0,6.0,11.0,0.0,0.0,5.0,5.0,3.0,4.0,0.0,2.0
220,2020-41,4.0,4.0,0.0,2.0,3.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0
220,2020-42,3.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
220,2020-43,4.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0
220,2020-44,4.0,8.0,0.0,5.0,6.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0
220,2020-45,9.0,12.0,3.0,3.0,14.0,1.0,6.0,4.0,4.0,1.0,3.0,1.0,0.0
220,2020-46,13.0,24.0,0.0,6.0,20.0,4.0,2.0,7.0,14.0,2.0,10.0,1.0,2.0
220,2020-47,11.0,10.0,12.0,8.0,22.0,0.0,2.0,16.0,4.0,1.0,7.0,2.0,3.0
220,2020-48,8.0,22.0,7.0,21.0,29.0,0.0,0.0,18.0,11.0,2.0,18.0,0.0,0.0
220,2020-49,5.0,8.0,4.0,0.0,11.0,1.0,0.0,6.0,6.0,0.0,2.0,1.0,0.0
220,2020-50,11.0,28.0,0.0,5.0,21.0,7.0,5.0,13.0,10.0,1.0,9.0,3.0,4.0
220,2020-51,7.0,21.0,5.0,16.0,26.0,0.0,5.0,21.0,0.0,0.0,13.0,0.0,0.0
220,2020-52,3.0,6.0,2.0,6.0,8.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0
220,2021-00,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
220,2021-01,9.0,20.0,0.0,2.0,20.0,0.0,2.0,12.0,6.0,0.0,4.0,1.0,1.0
220,2021-02,6.0,17.0,0.0,8.0,8.0,9.0,1.0,0.0,16.0,1.0,7.0,0.0,0.0
220,2021-03,8.0,8.0,4.0,7.0,6.0,6.0,0.0,9.0,3.0,2.0,7.0,0.0,0.0
220,2021-04,5.0,11.0,0.0,8.0,7.0,4.0,4.0,0.0,6.0,0.0,5.0,0.0,0.0
220,2021-05,7.0,4.0,10.0,7.0,14.0,0.0,0.0,9.0,5.0,0.0,2.0,0.0,2.0
220,2021-06,4.0,3.0,5.0,0.0,8.0,0.0,1.0,5.0,2.0,0.0,3.0,0.0,0.0
220,2021-07,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
220,2021-08,3.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0
220,2021-09,5.0,6.0,1.0,1.0,7.0,0.0,0.0,5.0,2.0,1.0,2.0,0.0,0.0
220,2021-10,7.0,7.0,10.0,9.0,17.0,0.0,0.0,5.0,12.0,1.0,7.0,0.0,1.0
220,2021-11,7.0,24.0,0.0,4.0,9.0,15.0,16.0,1.0,7.0,2.0,3.0,1.0,0.0
220,2021-12,6.0,9.0,0.0,2.0,9.0,0.0,0.0,1.0,8.0,0.0,3.0,3.0,1.0
220,2021-13,13.0,20.0,7.0,18.0,22.0,5.0,6.0,15.0,6.0,3.0,13.0,0.0,4.0
220,2021-14,5.0,9.0,0.0,0.0,6.0,3.0,4.0,2.0,3.0,0.0,1.0,0.0,2.0
220,2021-15,4.0,5.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0
220,2021-16,6.0,9.0,0.0,0.0,9.0,0.0,2.0,5.0,2.0,3.0,0.0,0.0,1.0
220,2021-17,7.0,9.0,3.0,4.0,11.0,1.0,1.0,3.0,8.0,3.0,3.0,0.0,0.0
220,2021-18,8.0,11.0,0.0,2.0,6.0,5.0,2.0,2.0,6.0,0.0,3.0,1.0,0.0
220,2021-19,3.0,5.0,3.0,2.0,6.0,2.0,0.0,6.0,2.0,0.0,3.0,0.0,1.0
220,2021-20,8.0,9.0,5.0,3.0,14.0,0.0,0.0,3.0,6.0,1.0,1.0,2.0,0.0
220,2021-21,4.0,9.0,0.0,8.0,4.0,5.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0
220,2021-22,5.0,3.0,2.0,1.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0
220,2021-23,4.0,1.0,8.0,4.0,9.0,0.0,0.0,6.0,3.0,1.0,2.0,1.0,0.0
220,2021-24,2.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0
220,2021-25,4.0,2.0,3.0,0.0,5.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0
220,2021-26,3.0,3.0,3.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
220,2021-27,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2021-28,3.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0
220,2021-29,4.0,7.0,0.0,3.0,7.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0
220,2021-30,4.0,4.0,3.0,4.0,4.0,3.0,5.0,0.0,2.0,1.0,3.0,0.0,0.0
220,2021-31,4.0,5.0,0.0,0.0,3.0,2.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0
220,2021-32,3.0,1.0,7.0,3.0,8.0,0.0,0.0,5.0,3.0,1.0,3.0,1.0,1.0
220,2021-33,2.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
220,2021-34,3.0,4.0,1.0,4.0,3.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0
220,2021-35,4.0,6.0,0.0,2.0,6.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0
220,2021-36,3.0,3.0,5.0,5.0,8.0,0.0,2.0,0.0,6.0,1.0,2.0,0.0,0.0
220,2021-37,1.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
220,2021-38,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
220,2021-39,4.0,6.0,1.0,2.0,7.0,0.0,0.0,1.0,6.0,2.0,2.0,0.0,0.0
220,2021-40,5.0,10.0,0.0,1.0,6.0,4.0,0.0,1.0,9.0,1.0,2.0,1.0,1.0
220,2021-41,3.0,2.0,5.0,0.0,7.0,0.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0
220,2021-42,9.0,12.0,2.0,0.0,8.0,6.0,7.0,4.0,3.0,3.0,1.0,2.0,4.0
220,2021-43,2.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
220,2021-44,5.0,4.0,2.0,0.0,3.0,3.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0
220,2021-45,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
220,2021-46,3.0,5.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0
220,2021-47,4.0,4.0,6.0,1.0,10.0,0.0,1.0,2.0,7.0,0.0,4.0,0.0,1.0
220,2021-48,2.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0
220,2021-49,4.0,2.0,4.0,0.0,6.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,1.0
220,2021-50,6.0,10.0,1.0,3.0,11.0,0.0,4.0,6.0,1.0,0.0,5.0,0.0,1.0
220,2021-51,3.0,2.0,2.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0
220,2021-52,4.0,3.0,2.0,0.0,4.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0
220,2022-00,2.0,1.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
220,2022-01,5.0,7.0,3.0,5.0,5.0,5.0,2.0,5.0,3.0,0.0,3.0,1.0,0.0
220,2022-02,7.0,12.0,3.0,4.0,15.0,0.0,6.0,5.0,4.0,0.0,7.0,2.0,1.0
220,2022-03,4.0,6.0,0.0,3.0,5.0,1.0,0.0,4.0,2.0,0.0,4.0,1.0,0.0
220,2022-04,6.0,8.0,3.0,2.0,11.0,0.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0
220,2022-05,4.0,8.0,0.0,0.0,8.0,0.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0
220,2022-06,3.0,1.0,4.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0
220,2022-07,2.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0
220,2022-08,4.0,2.0,5.0,2.0,7.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0
220,2022-09,7.0,19.0,0.0,10.0,14.0,5.0,9.0,5.0,5.0,0.0,6.0,1.0,1.0
220,2022-10,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
220,2022-11,3.0,5.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0
220,2022-12,6.0,7.0,8.0,5.0,15.0,0.0,0.0,8.0,7.0,0.0,5.0,0.0,2.0
220,2022-13,3.0,11.0,0.0,5.0,8.0,3.0,0.0,11.0,0.0,1.0,4.0,0.0,1.0
220,2022-14,6.0,7.0,8.0,2.0,10.0,5.0,5.0,8.0,2.0,0.0,4.0,3.0,0.0
220,2022-15,2.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
220,2022-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2022-17,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
220,2022-18,2.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0
220,2022-19,3.0,7.0,2.0,0.0,5.0,4.0,3.0,6.0,0.0,0.0,2.0,0.0,2.0
220,2022-20,4.0,8.0,0.0,0.0,7.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0
220,2022-21,3.0,4.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0
220,2022-22,4.0,4.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0
220,2022-23,4.0,5.0,2.0,0.0,7.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
220,2022-24,6.0,5.0,3.0,0.0,7.0,1.0,0.0,2.0,6.0,2.0,2.0,0.0,1.0
220,2022-25,5.0,10.0,5.0,9.0,15.0,0.0,3.0,0.0,12.0,1.0,3.0,2.0,1.0
220,2022-26,3.0,5.0,0.0,2.0,5.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0
220,2022-27,5.0,8.0,0.0,3.0,7.0,1.0,4.0,3.0,1.0,3.0,1.0,0.0,1.0
220,2022-28,6.0,8.0,4.0,0.0,12.0,0.0,2.0,9.0,1.0,3.0,3.0,0.0,1.0
220,2022-29,4.0,6.0,0.0,0.0,6.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,2.0
220,2022-30,6.0,8.0,2.0,0.0,9.0,1.0,6.0,1.0,3.0,2.0,1.0,1.0,0.0
220,2022-31,3.0,2.0,3.0,0.0,1.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0
220,2022-32,3.0,5.0,4.0,0.0,9.0,0.0,0.0,3.0,6.0,0.0,2.0,0.0,2.0
220,2022-33,5.0,6.0,0.0,2.0,6.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0
220,2022-34,7.0,9.0,0.0,1.0,6.0,3.0,4.0,4.0,1.0,2.0,2.0,0.0,0.0
220,2022-35,3.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0
220,2022-36,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
220,2022-37,2.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0
220,2022-38,3.0,5.0,0.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0
220,2022-39,4.0,8.0,0.0,0.0,8.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0
220,2022-40,3.0,6.0,0.0,0.0,2.0,4.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0
220,2022-41,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
220,2022-42,2.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
220,2022-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2022-44,5.0,5.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0
220,2022-45,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
220,2022-46,7.0,10.0,0.0,2.0,10.0,0.0,2.0,1.0,7.0,0.0,2.0,5.0,1.0
220,2022-47,4.0,8.0,0.0,0.0,8.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0
220,2022-48,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
220,2022-49,3.0,6.0,0.0,0.0,4.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0
220,2022-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2022-51,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
220,2022-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2023-01,3.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0
220,2023-02,3.0,7.0,0.0,0.0,7.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
220,2023-03,5.0,4.0,4.0,1.0,8.0,0.0,2.0,0.0,6.0,0.0,1.0,1.0,0.0
220,2023-04,4.0,8.0,4.0,12.0,9.0,3.0,0.0,3.0,9.0,1.0,4.0,0.0,2.0
220,2023-05,4.0,11.0,0.0,0.0,11.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0
220,2023-06,2.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
220,2023-07,4.0,8.0,0.0,0.0,8.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0
220,2023-08,5.0,5.0,1.0,0.0,4.0,2.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0
220,2023-09,2.0,3.0,2.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0
220,2023-10,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
220,2023-11,3.0,6.0,0.0,1.0,3.0,3.0,0.0,6.0,0.0,0.0,3.0,1.0,1.0
220,2023-12,3.0,6.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,1.0,2.0,1.0,0.0
220,2023-13,2.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
220,2023-14,3.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
220,2023-15,4.0,4.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
220,2023-16,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
220,2023-17,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
220,2023-18,2.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0
220,2023-19,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
220,2023-20,6.0,12.0,5.0,3.0,13.0,4.0,4.0,9.0,4.0,1.0,6.0,0.0,2.0
220,2023-21,6.0,9.0,7.0,4.0,13.0,3.0,5.0,7.0,4.0,1.0,3.0,2.0,1.0
220,2023-22,3.0,5.0,0.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
220,2023-23,3.0,6.0,0.0,2.0,2.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0
220,2023-24,4.0,2.0,5.0,2.0,6.0,1.0,1.0,6.0,0.0,0.0,3.0,0.0,0.0
220,2023-25,3.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,0.0,5.0,1.0,0.0
220,2023-26,2.0,5.0,0.0,5.0,1.0,4.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0
220,2023-27,9.0,5.0,11.0,7.0,9.0,7.0,1.0,2.0,13.0,0.0,6.0,2.0,0.0
220,2023-28,4.0,6.0,0.0,2.0,6.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0
220,2023-29,2.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0
220,2023-30,4.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0
220,2023-31,6.0,15.0,0.0,7.0,9.0,6.0,6.0,9.0,0.0,0.0,5.0,0.0,1.0
220,2023-32,5.0,6.0,1.0,1.0,7.0,0.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0
220,2023-33,6.0,10.0,0.0,5.0,4.0,6.0,6.0,1.0,3.0,0.0,6.0,2.0,1.0
220,2023-34,4.0,11.0,0.0,4.0,11.0,0.0,2.0,7.0,2.0,0.0,6.0,0.0,1.0
220,2023-35,4.0,6.0,3.0,3.0,8.0,1.0,0.0,5.0,1.0,0.0,4.0,1.0,1.0
220,2023-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2023-37,6.0,9.0,0.0,1.0,7.0,2.0,0.0,7.0,2.0,0.0,1.0,0.0,1.0
220,2023-38,6.0,6.0,2.0,1.0,6.0,2.0,1.0,3.0,4.0,0.0,3.0,1.0,2.0
220,2023-39,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
220,2023-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2014-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2014-22,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
230,2014-23,4.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
230,2014-24,4.0,5.0,0.0,0.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
230,2014-25,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
230,2014-26,2.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
230,2014-27,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2014-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2014-29,3.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
230,2014-30,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2014-31,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
230,2014-32,2.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
230,2014-33,3.0,4.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
230,2014-34,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2014-35,4.0,5.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
230,2014-36,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
230,2014-37,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2014-38,4.0,3.0,1.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
230,2014-39,2.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
230,2014-40,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
230,2014-41,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
230,2014-42,4.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
230,2014-43,5.0,5.0,0.0,0.0,2.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
230,2014-44,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
230,2014-45,7.0,7.0,1.0,1.0,6.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0
230,2014-46,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
230,2014-47,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
230,2014-48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2014-49,6.0,6.0,1.0,2.0,5.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
230,2014-50,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2014-51,3.0,4.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
230,2014-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2015-00,2.0,3.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2015-01,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
230,2015-02,5.0,2.0,6.0,0.0,4.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0
230,2015-03,6.0,4.0,2.0,2.0,5.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
230,2015-04,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2015-05,3.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
230,2015-06,3.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
230,2015-07,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
230,2015-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2015-09,3.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
230,2015-10,3.0,4.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
230,2015-11,4.0,6.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
230,2015-12,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2015-13,5.0,4.0,2.0,0.0,6.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
230,2015-14,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
230,2015-15,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2015-16,3.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
230,2015-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2015-18,3.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
230,2015-19,2.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
230,2015-20,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
230,2015-21,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
230,2015-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2015-23,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
230,2015-24,4.0,4.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
230,2015-25,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
230,2015-26,2.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2015-27,3.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
230,2015-28,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
230,2015-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2015-30,2.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2015-31,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2015-32,6.0,8.0,1.0,4.0,8.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0
230,2015-33,2.0,5.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
230,2015-34,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
230,2015-35,3.0,5.0,1.0,0.0,6.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
230,2015-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2015-37,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
230,2015-38,2.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
230,2015-39,4.0,5.0,0.0,1.0,5.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
230,2015-40,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
230,2015-41,2.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
230,2015-42,4.0,3.0,2.0,2.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
